,ref,doi,pub_link,doi_short,meta,indigenous,local,knowledge
283,"Leary, N., J. Adejuwon, V. Barros, I. Burton, J. Kulkarni, and R. Lasco (eds.), 2008: Climate Change and Adaptation. Earthscan, London, UK and Sterling, VA, USA, 376 pp. Leichenko, R.M. and K.L. O'Brien, 2008: Environmental Change and Globalization:",,,,,,,
284,"Lemos, M.C., E. Boyd, E.L. Tompkins, H. Osbahr, and D. Liverman, 2007: Developing adaptation and adapting development. Ecology and Society, 12(2), 26, www.ecologyandsociety.org/vol12/iss2/art26/.",https://doi.org/10.5751/ES-02133-120226,https://www.ecologyandsociety.org/vol12/iss2/art26/,10.5751/ES-02133-120226,Publisher link; Couldn't analyze abstract,,,
285,"Li, Y., D. Conway, Y. Wu, Q. Gao, S. Rothausen, W. Xiong, H. Ju, and E. Lin, 2013: Rural livelihoods and climate variability in Ningxia, Northwest China. Climatic Change, 119(3-4), 1-14.",https://doi.org/10.1007/s10584-013-0765-9,https://link.springer.com/article/10.1007/s10584-013-0765-9,10.1007/s10584-013-0765-9,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
286,"Linnerooth-Bayer, J. and R. Mechler, 2006: Insurance for assisting adaptation to climate change in developing countries: a proposed strategy. Climate Policy, 6(6), 621-636.",https://doi.org/10.1080/14693062.2006.9685628,https://www.tandfonline.com/doi/abs/10.1080/14693062.2006.9685628,10.1080/14693062.2006.9685628,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
287,"Little, P.D., J. McPeak, C.B. Barrett, and P. Kristjanson, 2008: Challenging orthodoxies: understanding poverty in pastoral areas of East Africa. Development and Change, 39(4), 587-611.",https://doi.org/10.1111/j.1467-7660.2008.00497.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7660.2008.00497.x,10.1111/j.1467-7660.2008.00497.x,Publisher link; Couldn't analyze abstract,,,
288,"Little, P.D., M.P. Stone, T. Mogues, A.P. Castro, and W. Negatu, 2006: 'Moving in place': drought and poverty dynamics in South Wollo, Ethiopia. The Journal of Development Studies, 42(2), 200-225.",https://doi.org/10.1080/00220380500405287,https://www.tandfonline.com/doi/full/10.1080/00220380500405287,10.1080/00220380500405287,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
289,"Liu, J., S. Fritz, C. Van Wesenbeeck, M. Fuchs, L. You, M. Obersteiner, and H. Yang, 2008: A spatially explicit assessment of current and future hotspots of hunger in Sub-Saharan Africa in the context of global change. Global and Planetary Change, 64(3-4), 222-235.",https://doi.org/10.1016/j.gloplacha.2008.09.007,https://linkinghub.elsevier.com/retrieve/pii/S092181810800132X,10.1016/j.gloplacha.2008.09.007,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
290,"Liverman, D.M., 2009: Conventions of climate change: constructions of danger and the dispossession of the atmosphere. Journal of Historical Geography, 35(2), 279-296.",https://doi.org/10.1016/j.jhg.2008.08.008,https://linkinghub.elsevier.com/retrieve/pii/S0305748808001023,10.1016/j.jhg.2008.08.008,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
291,"Lobell, D.B., M.B. Burke, C. Tebaldi, M.D. Mastrandrea, W.P. Falcon, and R.L. Naylor, 2008: Prioritizing climate change adaptation needs for food security in 2030. Science, 319(5863), 607-610.",https://doi.org/10.1126/science.1152339,https://www.science.org/doi/10.1126/science.1152339,10.1126/science.1152339,Publisher link,,,
292,"Lohmann, L., 2010: Uncertainty markets and carbon markets: variations on Polanyian themes. New Political Economy, 15(2), 225-254.",https://doi.org/10.1080/13563460903290946,https://www.tandfonline.com/doi/full/10.1080/13563460903290946,10.1080/13563460903290946,Publisher link,,,
293,"Lund, E., 2010: Dysfunctional delegation: why the design of the CDM's supervisory system is fundamentally flawed. Climate Policy, 10(3), 277-288.",https://doi.org/10.3763/cpol.2009.0031,https://www.tandfonline.com/doi/abs/10.3763/cpol.2009.0031,10.3763/cpol.2009.0031,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
294,"Lynn, K., K. MacKendrick, and E.M. Donoghue, 2011: Social Vulnerability and Climate Change: Synthesis of Literature. General Technical Report PNW-GTR-838, U.S. Department of Agriculture, Forest Service, Pacific Northwest Research Station, Washington, DC, USA, 70 pp.",https://doi.org/10.2737/PNW-GTR-838,https://www.fs.usda.gov/treesearch/pubs/38465,10.2737/PNW-GTR-838,Publisher link; Couldn't analyze abstract,,,
295,"MacGregor, S., 2010: 'Gender and climate change': from impacts to discourses.",https://doi.org/10.1080/19480881.2010.536669,https://www.tandfonline.com/doi/full/10.1080/19480881.2010.536669,10.1080/19480881.2010.536669,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
296,"MacKerron, G.J., C. Egerton, C. Gaskell, A. Parpia, and S. Mourato, 2009: Willingness to pay for carbon offset certification and co-benefits among (high-)flying young adults in the UK. Energy Policy, 37(4), 1372-1381.",https://doi.org/10.1016/j.enpol.2008.11.023,https://linkinghub.elsevier.com/retrieve/pii/S0301421508007179,10.1016/j.enpol.2008.11.023,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
297,"MacLennan, M. and L. Perch, 2012: Environmental justice in Latin America and the Caribbean: legal empowerment of the poor in the context of climate change. Climate Law, 3(3), 283-309.",https://doi.org/10.1163/CL-120068,https://brill.com/view/journals/clla/3/3-4/article-p283_5.xml,10.1163/CL-120068,Publisher link; Couldn't analyze abstract,,,
298,"Mader, T.L., 2012: Heat Stress-contributing factors, effects and management. In: Proceedings of the Plains Council Spring Conference 2012, San Antonio, Texas, 12-13 April, 2012. Publication No. AREC 2012-26, Texas Agrilife Research and Extension Center, The Texas A&M System, Amarillo, Texas, USA, pp. 22-27.",,,,,,,
299,"Mahanty, S., H. Suich, and L. Tacconi, 2012: Access and benefits in payments for environmental services and implications for REDD+: lessons from seven PES schemes. Land Use Policy, March 2013, 31, 38-47.",https://doi.org/10.1016/j.landusepol.2011.10.009,https://linkinghub.elsevier.com/retrieve/pii/S0264837711001244,10.1016/j.landusepol.2011.10.009,Publisher link; Analyzed abstract; Exported the abstract,0,5,0
300,"Mahul, O., N. Belete, and A. Goodland, 2009: Index-based Livestock Insurance in Mongolia. Focus 17, Brief 9, International Food Policy Research Institute (IFPRI), Washington, DC, USA, 2 pp.",,,,,,,
301,"Manik, Y., J. Leahy, and A. Halog, 2013: Social life cycle assessment of palm oil biodiesel: a case study in Jambi Province of Indonesia. The International Journal of Life Cycle Assessment, 18(7), 1386-1392.",https://doi.org/10.1007/s11367-013-0581-5,https://link.springer.com/article/10.1007/s11367-013-0581-5,10.1007/s11367-013-0581-5,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
302,"Manzo, K., 2010: Imaging vulnerability: the iconography of climate change. Area,",https://doi.org/10.1111/j.1475-4762.2009.00887.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1475-4762.2009.00887.x,10.1111/j.1475-4762.2009.00887.x,Publisher link; Couldn't analyze abstract,,,
303,"Mapfumo, P., F. Mtambanengwe, and R. Chikowo, 2010: Mobilizing Local Safety Nets for Enhanced Adaptive Capacity to Climate Change and Variability in Zimbabwe. Adaptation Insights November 2010. No 1, Lack of Resilience in African Smallholder Farming: Exploring Measures to Enhance the Adaptive Capacity of Local Communities to Pressures of Climate Change"" Project, supported by the Climate Change Adaptation in Africa (CCAA) program, a joint initiative of Canada's International Development Research Centre (IDRC) and the United Kingdom's Department for International Development (DFID), IDRC, Ottawa, ON, Canada, 4 pp.",,,,,,,
304,"Matsaert, H., J. Kariuki, and A. Mude, 2011: Index-based livestock insurance for Kenyan pastoralists: an innovation systems perspective. Development in Practice, 21(3), 343-356.",https://doi.org/10.1080/09614524.2011.557423,https://www.tandfonline.com/doi/full/10.1080/09614524.2011.557423,10.1080/09614524.2011.557423,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
305,"McCright, A.M. and R.E. Dunlap, 2000: Challenging global warming as a social problem: an analysis of the conservative movement's counter-claims. Social Problems, 47(4), 499-522.",https://doi.org/10.1525/sp.2000.47.4.03x0305s,http://www.jstor.org/stable/3097132,10.1525/sp.2000.47.4.03x0305s,Publisher link,,,
306,"McDermott, C.L., K. Levin, and B. Cashore, 2011: Building the forest-climate bandwagon: REDD+ and the logic of problem amelioration. Global Environmental Politics, 11(3), 85-103.",https://doi.org/10.1162/GLEP_a_00070,https://direct.mit.edu/glep/article/11/3/85-103/14527,10.1162/GLEP_a_00070,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
307,"McDowell, J. and J. Hess, 2012: Accessing adaptation: multiple stressors on livelihoods in the Bolivian highlands under a changing climate. Global Environmental Change, 22(2), 342-352.",https://doi.org/10.1016/j.gloenvcha.2011.11.002,https://linkinghub.elsevier.com/retrieve/pii/S0959378011001890,10.1016/j.gloenvcha.2011.11.002,Publisher link; Analyzed abstract; Exported the abstract,1,0,0
308,"McGranahan, G., D. Balk, and B. Anderson, 2007: The rising tide: assessing the risks of climate change and human settlements in low elevation coastal zones. Environment and Urbanization, 19(1), 17-37.",https://doi.org/10.1177/0956247807076960,https://journals.sagepub.com/doi/10.1177/0956247807076960,10.1177/0956247807076960,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
309,"McGregor, G., M. Cox, Y. Cui, Z. Cui, M. Davey, R. Graham, and A. Brookshaw, 2006: Winter-season climate prediction for the UK health sector. Journal of Applied Meteorology and Climatology, 45(12), 1782-1792.",https://doi.org/10.1175/JAM2422.1,https://journals.ametsoc.org/doi/10.1175/JAM2422.1,10.1175/JAM2422.1,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
310,"McLaughlin, P. and T. Dietz, 2008: Structure, agency and environment: toward an integrated perspective on vulnerability. Global Environmental Change, 18(1), 99-111.",https://doi.org/10.1016/j.gloenvcha.2007.05.003,https://linkinghub.elsevier.com/retrieve/pii/S0959378007000386,10.1016/j.gloenvcha.2007.05.003,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
311,"McLeman, R. and B. Smit, 2006: Migration as an adaptation to climate change.",https://doi.org/10.1007/s10584-005-9000-7,https://link.springer.com/article/10.1007/s10584-005-9000-7,10.1007/s10584-005-9000-7,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
312,"McSweeney, K. and O.T. Coomes, 2011: Climate-related disaster opens a window of opportunity for rural poor in northeastern Honduras. Proceedings of the National Academy of Sciences of the United States of America, 108(13), 5203-5208.",https://doi.org/10.1073/pnas.1014123108,https://pnas.org/doi/full/10.1073/pnas.1014123108,10.1073/pnas.1014123108,Publisher link; Couldn't analyze abstract,,,
313,"Mearns, R. and A. Norton, 2010: Social Dimensions of Climate Change: Equity and Vulnerability in a Warming World. New Frontiers of Social Policy 52097, The International Bank for Reconstruction and Development / The World Bank, Washington, DC, USA, 319 pp.",https://doi.org/10.1596/978-0-8213-7887-8,https://elibrary.worldbank.org/doi/abs/10.1596/978-0-8213-7887-8,10.1596/978-0-8213-7887-8,Publisher link; Couldn't analyze abstract,,,
314,"Mechler, R., J. Linnerooth-Bayer, and D. Peppiatt, 2006: Microinsurance for Natural Disaster Risks in Developing Countries. ProVention Consortium, Geneva, Switzerland, in collaboration with the International Institute of Applied Systems Analysis (IIASA), Laxenburg, Austria, 31 pp.",,,,,,,
315,"Meenawat, H. and B.K. Sovacool, 2011: Improving adaptive capacity and resilience in Bhutan. Mitigation and Adaptation Strategies for Global Change, 16(5), 515-533. Melamed, C., 2012: After 2015: Contexts, Politics and Processes for a Post-2015 Global Agreement on Development. Overseas Development Institute (ODI),",https://doi.org/10.1007/s11027-010-9277-3,https://link.springer.com/article/10.1007/s11027-010-9277-3,10.1007/s11027-010-9277-3,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
316,"Mendelsohn, R., A. Dinar, and L. Williams, 2006: The distributional impact of climate change on rich and poor countries. Environment and Development Economics, 11(02), 159-178.",https://doi.org/10.1017/S1355770X05002755,https://www.cambridge.org/core/journals/environment-and-development-economics/article/distributional-impact-of-climate-change-on-rich-and-poor-countries/8EDA06CED30B9BF05D61807931FEE248,10.1017/S1355770X05002755,Publisher link,,,
317,"Menon, N., 2009: Rainfall uncertainty and occupational choice in agricultural households of rural Nepal. The Journal of Development Studies, 45(6), 864-888.",https://doi.org/10.1080/00220380902807387,https://www.tandfonline.com/doi/full/10.1080/00220380902807387,10.1080/00220380902807387,Publisher link,,,
318,"Mertz, O., K. Halsnæs, J.E. Olesen, and K. Rasmussen, 2009: Adaptation to climate change in developing countries. Environmental Management, 43(5), 743-752. Michaelowa, A., 2011: Failures of global carbon markets and CDM? Climate Policy,",https://doi.org/10.1007/s00267-008-9259-3,https://link.springer.com/article/10.1007/s00267-008-9259-3,10.1007/s00267-008-9259-3,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
319,"Michaelowa, A. and K. Michaelowa, 2011: Climate business for poverty reduction? The role of the World Bank. The Review of International Organizations, 6(3), 259-286.",https://doi.org/10.1007/s11558-011-9103-z,https://link.springer.com/article/10.1007/s11558-011-9103-z,10.1007/s11558-011-9103-z,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
320,"Michaelowa, A., J. Buen, and A. Michaelowa, 2012: The CDM gold rush. In: Carbon Markets or Climate Finance [Michaelowa, J. and A. Michaelowa (eds.)]. Routledge, Abingdon, UK and New York, NY, USA, pp. 1-38.",https://doi.org/10.4324/9780203128879,https://www.taylorfrancis.com/books/edit/10.4324/9780203128879/carbon-markets-climate-finance-axel-michaelowa,10.4324/9780203128879,Publisher link,,,
321,"Midgley, G.F. and W. Thuiller, 2011: Potential responses of terrestrial biodiversity in Southern Africa to anthropogenic climate change. Regional Environmental Change, 11, 127-135.",https://doi.org/10.1007/s10113-010-0191-8,https://link.springer.com/article/10.1007/s10113-010-0191-8,10.1007/s10113-010-0191-8,Publisher link,,,
322,"Milanovic, B., 2012: Global inequality recalculated and updated: the effect of new PPP estimates on global inequality and 2005 estimates. Journal of Economic Inequality, 10(1), 1-18.",https://doi.org/10.1007/s10888-010-9155-y,https://link.springer.com/article/10.1007/s10888-010-9155-y,10.1007/s10888-010-9155-y,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
323,"Minang, P.A., M.K. McCall, and H.T.A. Bressers, 2007: Community capacity for implementing Clean Development Mechanism projects within community forests in Cameroon. Environmental Management, 39(5), 615-630.",https://doi.org/10.1007/s00267-005-0275-2,https://link.springer.com/article/10.1007/s00267-005-0275-2,10.1007/s00267-005-0275-2,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
324,"Misselhorn, A.A., 2005: What drives food insecurity in southern Africa? A meta- analysis of household economy studies. Global Environmental Change Part A, 15(1), 33-43.",https://doi.org/10.1016/j.gloenvcha.2004.11.003,https://linkinghub.elsevier.com/retrieve/pii/S0959378004000822,10.1016/j.gloenvcha.2004.11.003,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
325,"Mitchell, D., 2008: A Note on Rising Food Prices. Policy Research Working Paper 4682, The World Bank Development Prospects Group, The International Bank for Reconstruction and Development / The World Bank, Washington, DC, USA, 20 pp.",,,,,,,
326,"Mitlin, D. and D. Satterthwaite, 2013: Urban Poverty in the Global South: Scale and Nature. Routledge, Abingdon, UK and New York, NY, USA, 354 pp.",https://doi.org/10.4324/9780203104330,https://www.taylorfrancis.com/books/mono/10.4324/9780203104330/reducing-urban-poverty-global-south-david-satterthwaite-diana-mitlin,10.4324/9780203104330,Publisher link; Couldn't analyze abstract,,,
327,"Mittelman, J.H., 2013: Global Bricolage: emerging market powers and polycentric governance. Third World Quarterly, 34(1), 23-37.",https://doi.org/10.1080/01436597.2013.755355,https://www.tandfonline.com/doi/full/10.1080/01436597.2013.755355,10.1080/01436597.2013.755355,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
328,"Mol, A.P.J., 2010: Environmental authorities and biofuel controversies. Environmental Politics, 19(1), 61-79.",https://doi.org/10.1080/09644010903396085,https://www.tandfonline.com/doi/full/10.1080/09644010903396085,10.1080/09644010903396085,Publisher link,,,
329,"Mol, A.P.J., 2012: Carbon flows, financial markets and climate change mitigation.",https://doi.org/10.1016/j.envdev.2011.12.003,https://linkinghub.elsevier.com/retrieve/pii/S2211464511000066,10.1016/j.envdev.2011.12.003,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
330,"Molony, T., 2011: Bioenergy policies in Africa: mainstreaming gender amid an increasing focus on biofuels. Biofuels, Bioproducts and Biorefining, 5(3), 330- 341.",https://doi.org/10.1002/bbb.293,https://onlinelibrary.wiley.com/doi/10.1002/bbb.293,10.1002/bbb.293,Publisher link; Couldn't analyze abstract,,,
331,"Montefrio, M.J.F. and D.A. Sonnenfeld, 2013: Global-local tensions in contract farming of biofuel crops involving indigenous communities in the Philippines. Society & Natural Resources, 26(3), 239-253.",https://doi.org/10.1080/08941920.2012.682114,https://www.tandfonline.com/doi/full/10.1080/08941920.2012.682114,10.1080/08941920.2012.682114,Publisher link; Analyzed abstract; Exported the abstract,5,1,0
332,"Montefrio, M.J.F., 2012: Privileged biofuels, marginalized indigenous peoples: the coevolution of biofuels development in the tropics. Bulletin of Science, Technology & Society, 32(1), 41-55.",https://doi.org/10.1177/0270467612444584,https://journals.sagepub.com/doi/10.1177/0270467612444584,10.1177/0270467612444584,Publisher link; Analyzed abstract; Exported the abstract,4,0,0
333,"Morello-Frosch, R., M. Pastor, J. Sadd, and S. Shonkoff, 2009: The Climate Gap: Inequalities in How Climate Change Hurts Americans & How to Close the Gap. USC Dornsife, College of Letters, Arts and Sciences, Program for Environmental and Regional Equity (PERE), University of Southern California, Los Angeles, CA, USA, 31 pp.",,,,,,,
334,"Morton, J.F., 2007: The impact of climate change on smallholder and subsistence agriculture. Proceedings of the National Academy of Sciences of the United States of America, 104(50), 19680-19685.",https://doi.org/10.1073/pnas.0701855104,https://pnas.org/doi/full/10.1073/pnas.0701855104,10.1073/pnas.0701855104,Publisher link; Couldn't analyze abstract,,,
335,"Mosse, D., 2010: A relational approach to durable poverty, inequality and power. The Journal of Development Studies, 46(7), 1156-1178.",https://doi.org/10.1080/00220388.2010.487095,https://www.tandfonline.com/doi/full/10.1080/00220388.2010.487095,10.1080/00220388.2010.487095,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
336,"Müller, C., W. Cramer, W.L. Hare, and H. Lotze-Campen, 2011: Climate change risks for African agriculture. Proceedings of the National Academy of Sciences of the United States of America, 108(11), 4313-4315.",https://doi.org/10.1073/pnas.1015078108,https://pnas.org/doi/full/10.1073/pnas.1015078108,10.1073/pnas.1015078108,Publisher link; Couldn't analyze abstract,,,
337,"Murray, C., 2002: Livelihoods research: transcending boundaries of time and space.",https://doi.org/10.1080/0305707022000006486,https://www.tandfonline.com/doi/abs/10.1080/0305707022000006486,10.1080/0305707022000006486,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
338,"Mustalahti, I., A. Bolin, E. Boyd, and J. Paavola, 2012: Can REDD+ reconcile local priorities and needs with global mitigation benefits? Lessons from Angai Forest, Tanzania. Ecology and Society, 17(1), 16, www.ecologyandsociety.org/vol17/ iss1/art16/.",https://doi.org/10.5751/ES-04498-170116,https://www.ecologyandsociety.org/vol17/iss1/art16/,10.5751/ES-04498-170116,Publisher link; Couldn't analyze abstract,,,
339,"Muthoni, J.W. and E.E. Wangui, 2013: Women and climate change: strategies for adaptive capacity in Mwanga District, Tanzania. African Geographical Review, 32(1), 59-71.",https://doi.org/10.1080/19376812.2012.756766,https://www.tandfonline.com/doi/full/10.1080/19376812.2012.756766,10.1080/19376812.2012.756766,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
340,"Neelormi, S., N. Adri, and A. Uddin Ahmed, 2008: Gender Perspectives of Increased Socio-Economic Risks of Waterlogging in Bangladesh due to Climate Change. International Ocean Institute, St. Petersburg, FL, USA, 11 pp.",,,,,,,
341,"Nellemann, C., R. Verma, and L. Hislop, 2011: Women at the Frontline of Climate Change: Gender Risks and Hopes: A Rapid Response Assessment. United Nations Environment Programme (UNEP) and GRID-Arendal, Arendal, Norway, 66 pp.",,,,,,,
342,"Nelson, V. and T. Stathers, 2009: Resilience, power, culture, and climate: a case study from semi-arid Tanzania, and new research directions. Gender & Development, 17(1), 81-94.",https://doi.org/10.1080/13552070802696946,https://www.tandfonline.com/doi/full/10.1080/13552070802696946,10.1080/13552070802696946,Publisher link; Analyzed abstract; Exported the abstract,0,0,1
343,"Nesamvuni, E., R. Lekalakala, D. Norris, and J. Ngambi, 2012: Effects of climate change on dairy cattle, South Africa. African Journal of Agricultural Research, 7(26), 3867-3872.",https://doi.org/10.5897/AJAR11.1468,https://academicjournals.org/login,10.5897/AJAR11.1468,Publisher link; Couldn't analyze abstract,,,
344,"Neumayer, E. and T. Plümper, 2007: The gendered nature of natural disasters: the impact of catastrophic events on the gender gap in life expectancy, 1981-2002. Annals of the Association of American Geographers, 97(3), 551-566.",https://doi.org/10.1111/j.1467-8306.2007.00563.x,https://www.tandfonline.com/doi/full/10.1111/j.1467-8306.2007.00563.x,10.1111/j.1467-8306.2007.00563.x,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
345,"Neupane, S. and K. Shrestha, 2012: Sustainable forest governance in a changing climate: impacts of REDD program on the livelihood of poor communities in Nepalese community forestry. OIDA International Journal of Sustainable Development, 4(1), 71-82.",,,,,,,
346,"Neville, K.J. and P. Dauvergne, 2012: Biofuels and the politics of mapmaking. Political Geography, 31(5), 279-289.",https://doi.org/10.1016/j.polgeo.2012.03.006,https://linkinghub.elsevier.com/retrieve/pii/S0962629812000406,10.1016/j.polgeo.2012.03.006,Publisher link; Analyzed abstract; Exported the abstract,0,4,0
347,"New, M., D. Liverman, H. Schroder, and K. Anderson, 2011: Four degrees and beyond: the potential for a global temperature increase of four degrees and its implications. Philosophical Transactions of the Royal Society A, 369(1934), 6-19.",https://doi.org/10.1098/rsta.2010.0303,https://royalsocietypublishing.org/doi/10.1098/rsta.2010.0303,10.1098/rsta.2010.0303,Publisher link; Couldn't analyze abstract,,,
348,"Newell, P. and A. Bumpus, 2012: The global political ecology of the Clean Development Mechanism. Global Environmental Politics, 12(4), 49-67.",https://doi.org/10.1162/GLEP_a_00139,https://direct.mit.edu/glep/article/12/4/49-67/14586,10.1162/GLEP_a_00139,Publisher link,,,
349,"Nightingale, A., 2009: Warming up the climate change debate: a challenge to policy based on adaptation. Journal of Forest and Livelihood, 8(1), 84-89.",,,,,,,
350,"Nightingale, A., 2011: Bounding difference: Intersectionality and the material production of gender, caste, class and environment in Nepal. Geoforum, 42(2), 153-162.",https://doi.org/10.1016/j.geoforum.2010.03.004,https://linkinghub.elsevier.com/retrieve/pii/S0016718510000400,10.1016/j.geoforum.2010.03.004,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
351,"Niño-Zarazúa, M., 2011: Mexico's Progresa-Oportunidades and the emergence of social assistance in Latin America. BWPI Working Paper No. 142, Brooks World Poverty Institute (BWPI), University of Manchester, Manchester, UK, 24 pp.",https://doi.org/10.2139/ssrn.1788074,http://www.ssrn.com/abstract=1788074,10.2139/ssrn.1788074,Publisher link; Couldn't analyze abstract,,,
352,"Nkem, J., R. Munang, and B.P. Jallow, 2011: Lessons for Adaptation in sub-Saharan Africa. Climate change Adaptation & Development Programme (CC Dare), jointly implemented by the United Nations Environment Programme (UNEP) and United Nations Development Programme (UNDP), Nairobi, Kenya, 85 pp.",,,,,,,
353,"Nkem, J.N., O.A. Somorin, C. Jum, M.E. Idinoba, Y.M. Bele, and D.J. Sonwa, 2012: Profiling climate change vulnerability of forest indigenous communities in the Congo Basin. Mitigation and Adaptation Strategies for Global Change, 18(5), 513-533.",https://doi.org/10.1007/s11027-012-9372-8,https://link.springer.com/article/10.1007/s11027-012-9372-8,10.1007/s11027-012-9372-8,Publisher link; Analyzed abstract; Exported the abstract,3,0,0
354,"Nordhaus, W.D., 2010: Economic aspects of global warming in a post-Copenhagen environment. Proceedings of the National Academy of Sciences of the United States of America, 107(26), 11721-11726.",https://doi.org/10.1073/pnas.1005985107,https://pnas.org/doi/full/10.1073/pnas.1005985107,10.1073/pnas.1005985107,Publisher link; Couldn't analyze abstract,,,
355,"Nussbaum, M.C., 2001: Women and Human Development: The Capabilities Approach.",https://doi.org/10.1017/CBO9780511841286,https://www.cambridge.org/core/books/women-and-human-development/58D8D2FBFC1C9E902D648200C4B7009E,10.1017/CBO9780511841286,Publisher link; Couldn't analyze abstract,,,
356,"Nussbaum, M.C., 2011: Creating Capabilities: The Human Development Approach. Belknap Press, a division of Harvard University Press, Cambridge, MA, USA, 237 pp.",,,,,,,
357,"O'Brien, G., P. O'Keefe, H. Meena, J. Rose, and L. Wilson, 2008: Climate adaptation from a poverty perspective. Climate Policy, 8(2), 194-201.",https://doi.org/10.3763/cpol.2007.0430,https://www.tandfonline.com/doi/abs/10.3763/cpol.2007.0430,10.3763/cpol.2007.0430,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
358,"O'Brien, K., 2012: Global environmental change II: from adaptation to deliberate transformation. Progress in Human Geography, 36(5), 667-676.",https://doi.org/10.1177/0309132511425767,https://journals.sagepub.com/doi/10.1177/0309132511425767,10.1177/0309132511425767,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
359,"O'Brien, K., A.L. St Clair, and B. Kristoffersen, 2010: Climate Change, Ethics and Human Security. Cambridge University Press, Cambridge, UK and New York, NY, USA, 231 pp.",https://doi.org/10.1017/CBO9780511762475,https://www.cambridge.org/core/books/climate-change-ethics-and-human-security/DE6ECAC44AE340675ED01561D07E6339,10.1017/CBO9780511762475,Publisher link; Couldn't analyze abstract,,,
360,"O'Brien, K., M. Pelling, A. Patwardhan, S. Hallegatte, A. Maskrey, T. Oki, U. Oswald- Spring, T. Wilbanks, and P.Z. Yanda, 2012: Toward a sustainable and resilient future. In: Managing the Risks of Extreme Events and Disasters to Advance Climate Change Adaptation. A Special Report of Working Groups I and II of the Intergovernmental Panel on Climate Change [Field, C.B., V. Barros, T.F. Stocker,",https://doi.org/10.1017/CBO9781139177245.011,https://www.cambridge.org/core/books/abs/managing-the-risks-of-extreme-events-and-disasters-to-advance-climate-change-adaptation/toward-a-sustainable-and-resilient-future/02C3CEEAE46CF7E0DFD18518D9BE7EF6,10.1017/CBO9781139177245.011,Publisher link,,,
361,"O'Brien, K.L. and R.M. Leichenko, 2000: Double exposure: assessing the impacts of climate change within the context of economic globalization. Global Environmental Change, 10(3), 221-232.",https://doi.org/10.1016/S0959-3780(00)00021-2,https://linkinghub.elsevier.com/retrieve/pii/S0959378000000212,10.1016/S0959-3780(00)00021-2,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
362,"O'Brien, K.L. and R.M. Leichenko, 2003: Winners and losers in the context of global change. Annals of the Association of American Geographers, 93(1), 89-103.",https://doi.org/10.1111/1467-8306.93107,https://www.tandfonline.com/doi/full/10.1111/1467-8306.93107,10.1111/1467-8306.93107,Publisher link,,,
363,"O'Connor, A., 2002: Poverty Knowledge: Social Science, Social Policy, and the Poor in Twentieth-Century US History. Princeton University Press, Princeton, NJ, USA, 373 pp.",https://doi.org/10.1515/9781400824748,https://www.degruyter.com/document/doi/10.1515/9781400824748/html,10.1515/9781400824748,Publisher link,,,
364,"O'Laughlin, B., 2002: Proletarianisation, agency and changing rural livelihoods: forced labour and resistance in colonial Mozambique. Journal of Southern African Studies, 28(3), 511-530.",https://doi.org/10.1080/0305707022000006495,https://www.tandfonline.com/doi/abs/10.1080/0305707022000006495,10.1080/0305707022000006495,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
365,"O'Reilly, C.M., S.R. Alin, P.D. Plisnier, A.S. Cohen, and B.A. McKee, 2003: Climate change decreases aquatic ecosystem productivity of Lake Tanganyika, Africa. Nature, 424(6950), 766-768.",https://doi.org/10.1038/nature01833,https://www.nature.com/articles/nature01833,10.1038/nature01833,Publisher link; Couldn't analyze abstract,,,
