,ref,doi,pub_link,doi_short,meta,indigenous,local,knowledge
775,"Sanchez, Á., R. Díaz-Sierra, R. M. Martín-Aranda and M. J. Santos, 2017: Environmental impacts of climate change adaptation. Environmental Impact Assessment Review, 64, 87-96, doi:https://doi.org/10.1016/j. eiar.2017.03.005.",https://doi.org/10.1016/j.eiar.2017.03.005,https://linkinghub.elsevier.com/retrieve/pii/S0195925516303535,10.1016/j.eiar.2017.03.005,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
776,"Sapkota,T. B. et al., 2015: Climate change adaptation, greenhouse gas mitigation and economic profitability of conservation agriculture: some examples from cereal systems of Indo-Gangetic Plains. Journal of Integrative Agriculture, 14(8), 1524-1533, doi:https://doi.org/10.1016/S2095-3119(15)61093-0.",https://doi.org/10.1016/S2095-3119(15)61093-0,https://linkinghub.elsevier.com/retrieve/pii/S2095311915610930,10.1016/S2095-3119(15)61093-0,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
777,"Sarker, M. N. I., M.Wu, G. M.Alam and R. C. Shouse, 2019: Livelihood vulnerability of riverine-island dwellers in the face of natural disasters in Bangladesh. Sustainability, 11(6), 1623, doi:https://doi.org/10.3390/su11061623.",https://doi.org/10.3390/su11061623,https://www.mdpi.com/2071-1050/11/6/1623,10.3390/su11061623,Publisher link; Couldn't analyze abstract,,,
778,"Satterthwaite, D. et al., 2018: Responding to climate change in cities and in their informal settlements and economies. International Institute for Environment and Development Instituto Internacional de Medio Ambiente y Desarrollo-América Latina, London, 61 pp. Available at: https://pubs.iied. org/sites/default/files/pdfs/migrate/G04328.pdf (accessed 05-02-2020).",,,,,,,
779,"Saunders, N., 2019: Climate change adaptation finance: are the most vulnerable nations prioritised? SEI working paper, Stockholm Environment Institute, Institute, S. E., Stockholm, 42 pp. Available at: https://www.sei.org/ wp-content/uploads/2019/04/climate-change-adaptation-finance-are-the- most-vulnerable-nations-prioritised.pdf.",,,,,,,
780,"Savo, V. et al., 2016: Observations of climate change among subsistence- oriented communities around the world. Nature Climate Change, 6(5), 462- 473, doi:https://doi.org/10.1038/nclimate2958.",https://doi.org/10.1038/nclimate2958,https://www.nature.com/articles/nclimate2958,10.1038/nclimate2958,Publisher link; Couldn't analyze abstract,,,
781,"Scarano, F. R., 2017: Ecosystem-based adaptation to climate change: concept, scalability and a role for conservation science. Perspectives in Ecology and Conservation, 15(2), 65-73, doi:10.1016/j.pecon.2017.05.003.",https://doi.org/10.1016/j.pecon.2017.05.003,https://linkinghub.elsevier.com/retrieve/pii/S1679007316301621,10.1016/j.pecon.2017.05.003,Publisher link; Analyzed abstract; Exported the abstract,0,2,0
782,"Schaafsma, M. et al., 2021: Trade-off decisions in ecosystem management for poverty alleviation. Ecological Economics, 187, 107103, doi:10.1016/j. ecolecon.2021.107103.",https://doi.org/10.1016/j.ecolecon.2021.107103,https://linkinghub.elsevier.com/retrieve/pii/S0921800921001610,10.1016/j.ecolecon.2021.107103,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
783,"Schäfer, L., K. Warner and S. Kreft, 2019: Exploring and Managing Adaptation Frontiers with Climate Risk Insurance. In: Loss and Damage from Climate Change. [Mechler, R., L. Bouwer, T. Schinko, S. Surminski and J. Linnerooth- Bayer (eds.)]. Springer, Cham, pp. 317-341. ISBN 978-3-319-72026-5.",,,,,,,
784,"Scheba, S. and N. Millington, 2018: Crisis temporalities: Intersections between infrastructure and inequality in the Cape Town Water Crisis. International Journal of Urban and Regional Research, doi:http://www.ijurr.org/spotlight- on-overview/parched-cities-parched-citizens/crisis-temporalities/.",,,,,,,
785,"Scheffer, M. et al., 2012: Anticipating critical transitions. science, 338(6105), 344-348, doi:10.1126/science.1225244.",https://doi.org/10.1126/science.1225244,https://www.science.org/doi/10.1126/science.1225244,10.1126/science.1225244,Publisher link; Couldn't analyze abstract,,,
786,"Schell, C. J. et al., 2020: The ecological and evolutionary consequences of systemic racism in urban environments. Science, 369(6510), doi:https://doi. org/10.1126/science.aay4497.",https://doi.org/10.1126/science.aay4497,https://www.science.org/doi/10.1126/science.aay4497,10.1126/science.aay4497,Publisher link; Couldn't analyze abstract,,,
787,"Schipper, E. L. F., 2020: Maladaptation: when adaptation to climate change goes very wrong. One Earth, 3(4), 409-414, doi:https://doi.org/10.1016/j. oneear.2020.09.014.",https://doi.org/10.1016/j.oneear.2020.09.014,https://linkinghub.elsevier.com/retrieve/pii/S2590332220304838,10.1016/j.oneear.2020.09.014,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
788,"Schleussner, C.-F. et al., 2021: Pathways of climate resilience over the 21st century. Environmental Research Letters, 16(5), 054058, doi:https://doi. org/10.1088/1748-9326/abed79.",https://doi.org/10.1088/1748-9326/abed79,https://hcvalidate.perfdrive.com/?ssa=c19a838a-7dc8-4d0a-b084-cfe41e1a47ca&ssb=16654262833&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1748-9326%2Fabed79&ssi=15942a6b-8427-4808-a082-a42ae5d6281f&ssk=support@shieldsquare.com&ssm=91178195088023561106741736725266&ssn=32bb2650c3243806caecaf8b7af2f97628177f2af4d9-653b-459c-97ba99&sso=336ce6fa-31bff73066672a99bd1914a32104944ad490d37cb3293de3&ssp=97497431771663270968166324792197182&ssq=08605177388628053193673886375036999843608&ssr=MTMxLjEwNC4yMy41MQ==&sst=python-requests/2.26.0&ssv=&ssw=&ssx=W10=,10.1088/1748-9326/abed79,Publisher link; Couldn't analyze abstract,,,
789,"Schlosberg, D. and L. B. Collins, 2014: From environmental to climate justice: climate change and the discourse of environmental justice. Wiley Interdisciplinary Reviews: Climate Change, 5(3), 359-374, doi:https://doi. org/10.1002/wcc.275.",https://doi.org/10.1002/wcc.275,https://onlinelibrary.wiley.com/doi/10.1002/wcc.275,10.1002/wcc.275,Publisher link; Couldn't analyze abstract,,,
790,"Schmid, B., E. Raju and P. K. M. Jensen, 2021: COVID-19 and business continuity-learning from the private sector and humanitarian actors in Kenya. Progress in Disaster Science, 100181, doi:https://doi.org/10.1016/j. pdisas.2021.100181.",https://doi.org/10.1016/j.pdisas.2021.100181,https://linkinghub.elsevier.com/retrieve/pii/S2590061721000417,10.1016/j.pdisas.2021.100181,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
791,"Schuman, S., J.-V. Dokken, D. van Niekerk and R. A. Loubser, 2018: Religious beliefs and climate change adaptation: A study of three rural South African communities. Jàmbá: Journal of Disaster Risk Studies, 10(1), a509, doi:https://doi.org/10.4102/jamba.v10i1.509.",https://doi.org/10.4102/jamba.v10i1.509,https://jamba.org.za/index.php/jamba/article/view/509,10.4102/jamba.v10i1.509,Publisher link; Couldn't analyze abstract,,,
792,"Schutte, S., J. Vestby, J. Carling and H. Buhaug, 2021: Climatic conditions are weak predictors of asylum migration. Nature communications, 21, 2067, doi:https://doi.org/10.1038/s41467-021-22255-4.",https://doi.org/10.1038/s41467-021-22255-4,https://www.nature.com/articles/s41467-021-22255-4,10.1038/s41467-021-22255-4,Publisher link; Couldn't analyze abstract,,,
793,"Schwerdtle, P. N. et al., 2020: Health and migration in the context of a changing climate: a systematic literature assessment. Environmental Research Letters, 15(10), 103006, doi:https://doi.org/10.1088/1748-9326/ab9ece.",https://doi.org/10.1088/1748-9326/ab9ece,https://hcvalidate.perfdrive.com/?ssa=b3c0a92b-90eb-4f3d-8dcc-8333f8b0a87c&ssb=07595246062&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1748-9326%2Fab9ece&ssi=6d71f8a0-8427-4a67-ab2d-36fa180e63d0&ssk=support@shieldsquare.com&ssm=13809069225564683106247553955376&ssn=6ee69576a6b38a67657faa92c4a99793a18d5b423e40-eaca-4e66-b9dea9&sso=0705c7e6-ca0da0b41bd7c0abfce34c9c9842b6fcd873e7f875898165&ssp=89718733541663247269166325538943237&ssq=89203747389026251371473890222558854667108&ssr=MTMxLjEwNC4yMy41MQ==&sst=python-requests/2.26.0&ssv=&ssw=&ssx=W10=,10.1088/1748-9326/ab9ece,Publisher link; Couldn't analyze abstract,,,
794,"Scovronick, N. and P. Wilkinson, 2014: Health impacts of liquid biofuel production and use: A review. Global Environmental Change, 24, 155-164, doi:10.1016/j.gloenvcha.2013.09.011.",https://doi.org/10.1016/j.gloenvcha.2013.09.011,https://linkinghub.elsevier.com/retrieve/pii/S0959378013001635,10.1016/j.gloenvcha.2013.09.011,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
795,"Sealey-Huggins, L., 2018: The climate crisis is a racist crisis: structural racism, inequality and climate change. In: The Fire Now: Anti-Racist Scholarship in Times of Explicit Racial Violence [Johnson, A., R. Joseph-Salisbury and B. Kamunge (eds.)]. Zed Books, London, pp. 99-113. ISBN 9781786993793.",https://doi.org/10.5040/9781350225480.ch-010,https://www.bloomsburycollections.com/book/the-fire-now-anti-racist-scholarship-in-times-of-explicit-racial-violence/ch10-the-climate-crisis-is-a-racist-crisis-structural-racism-inequality-and-climate-change,10.5040/9781350225480.ch-010,Publisher link; Couldn't analyze abstract,,,
796,"Seddon, A. W. R. et al., 2016: Sensitivity of global terrestrial ecosystems to climate variability. Nature, 531, 229-232, doi:https://doi.org/10.1038/ nature16986.",https://doi.org/10.1038/nature16986,https://www.nature.com/articles/nature16986,10.1038/nature16986,Publisher link; Couldn't analyze abstract,,,
797,"Seddon, N. et al., 2020: Understanding the value and limits of nature-based solutions to climate change and other global challenges. Philosophical Transactions of the Royal Society B, 375(1794), 20190120, doi:https://doi. org/10.1098/rstb.2019.0120.",https://doi.org/10.1098/rstb.2019.0120,https://royalsocietypublishing.org/doi/10.1098/rstb.2019.0120,10.1098/rstb.2019.0120,Publisher link; Couldn't analyze abstract,,,
798,"Selby, J., O. S. Dahi, C. Fröhlich and M. Hulme, 2017: Climate change and the Syrian civil war revisited. Political Geography, 60, 232-244, doi:https://doi. org/10.1016/j.polgeo.2017.05.007.",https://doi.org/10.1016/j.polgeo.2017.05.007,https://linkinghub.elsevier.com/retrieve/pii/S0962629816301822,10.1016/j.polgeo.2017.05.007,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
799,"Serdeczny, O. M., S. Bauer and S. Huq, 2018: Non-economic losses from climate change: opportunities for policy-oriented research. Climate and Development, 10(2), 97-10, doi:10.1080/17565529.2017.1372268.",https://doi.org/10.1080/17565529.2017.1372268,https://www.tandfonline.com/doi/full/10.1080/17565529.2017.1372268,10.1080/17565529.2017.1372268,Publisher link; Analyzed abstract; Exported the abstract,0,0,1
800,"Serdeczny, O., 2019: Non-economic loss and damage and the Warsaw international mechanism. In: Loss and Damage from Climate Change [Mechler, R., L. Bouwer, T. Schinko, S. Surminski and J. Linnerooth-Bayer (eds.)]. Springer, pp. 205-220. ISBN 978-3-319-72026-5.",,,,,,,
801,"Serdeczny, O., E. Waters and S. Chan, 2016: Non-economic loss and damage in the context of climate change: understanding the challenges. German Development Institute (DIE), Bonn, 38 pp. Available at: https://www.die-gdi. de/uploads/media/DP_3.2016.pdf.",,,,,,,
802,"Serraglio, D. and B. Schraven, 2019: Why we need to talk more about ""climate migration""in Latin America. German Development Institute Deutsches Institut für Entwicklungspolitik (DIE), Bonn, 2 pp. Available at: https://www. die-gdi.de/uploads/media/German_Development_Institute_Serraglio_ Schraven_09.09.2019.pdf.",,,,,,,
803,"Seymour, F. and N. L. Harris, 2019: Reducing tropical deforestation. Science,",https://doi.org/10.1126/science.aax8546,https://www.science.org/doi/10.1126/science.aax8546,10.1126/science.aax8546,Publisher link; Couldn't analyze abstract,,,
804,"Shaffril, H. A. M., S. E. Krauss and S. F. Samsuddin, 2018: A systematic review on Asian's farmers' adaptation practices towards climate change. Science of the Total Environment, 644, 683-695, doi:https://doi.org/10.1016/j. scitotenv.2018.06.349.",https://doi.org/10.1016/j.scitotenv.2018.06.349,https://linkinghub.elsevier.com/retrieve/pii/S0048969718324252,10.1016/j.scitotenv.2018.06.349,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
805,"Sharma, A. et al., 2016: Green and cool roofs to mitigate urban heat island effects in the Chicago metropolitan area: Evaluation with a regional climate model. Environmental Research Letters, 11(6), 064004, doi:https://doi. org/10.1088/1748-9326/11/6/064004.",https://doi.org/10.1088/1748-9326/11/6/064004,https://hcvalidate.perfdrive.com/?ssa=dad041ce-8595-49e2-acc1-2cbb27c2dd22&ssb=25421292609&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1748-9326%2F11%2F6%2F064004&ssi=f9f89aa3-8427-4edb-a19a-931664cf70d1&ssk=support@shieldsquare.com&ssm=27290431548304863102526962265887&ssn=bdefe396de9f923f636d34158c23381a9fd3449612c7-a1a3-472d-ba0d81&sso=6b42f82c-f9539ab803ab9f14f87e0d22ea0518f64087fc0ad41a0545&ssp=96493346721663244309166326823698778&ssq=63362667389743697043073897717259918946620&ssr=MTMxLjEwNC4yMy41MQ==&sst=python-requests/2.26.0&ssv=&ssw=&ssx=W10=,10.1088/1748-9326/11/6/064004,Publisher link; Couldn't analyze abstract,,,
806,"Sharma, U., A. Patwardhan and A. G. Patt, 2013: Education as a determinant of response to cyclone warnings: Evidence from coastal zones in India. Ecology and Society, 18(2), 18, doi:10.5751/es-05439-180218.",https://doi.org/10.5751/ES-05439-180218,https://www.ecologyandsociety.org/vol18/iss2/art18/,10.5751/ES-05439-180218,Publisher link; Couldn't analyze abstract,,,
807,"Shaw, A. et al., 2014: Accelerating the sustainability transition: Exploring synergies between adaptation and mitigation in British Columbian communities. Global Environmental Change, 25, 41-51, doi:http://dx.doi. org/10.1016/j.gloenvcha.2014.01.002.",https://doi.org/10.1016/j.gloenvcha.2014.01.002,https://linkinghub.elsevier.com/retrieve/pii/S0959378014000053,10.1016/j.gloenvcha.2014.01.002,Publisher link; Analyzed abstract; Exported the abstract,0,3,0
808,"Shepherd, M. and B. KC, 2015: Climate change and African Americans in the USA. Geography Compass, 9(11), 579-591, doi:https://doi.org/10.1111/ gec3.12244.",https://doi.org/10.1111/gec3.12244,https://onlinelibrary.wiley.com/doi/10.1111/gec3.12244,10.1111/gec3.12244,Publisher link; Couldn't analyze abstract,,,
809,"Siddiqi, M. N. A., M. N. Haque and M. A. Goni, 2011: Malnutrition of Under-Five Children: Evidence from Bangladesh. Asian Journal of Medical Sciences, 2(2), 113-119, doi:10.3126/ajms.v2i2.3662.",https://doi.org/10.3126/ajms.v2i2.3662,https://www.nepjol.info/index.php/AJMS/article/view/3662,10.3126/ajms.v2i2.3662,Publisher link; Couldn't analyze abstract,,,
810,"Sills, E. O. et al., 2014: REDD+ on the ground: A case book of subnational initiatives across the globe. Center for International Forestry Research (CIFOR), Bogor. ISBN 978-602-1504-55-0.",,,,,,,
811,"Silveira, m. V. F. et al., 2020: Drivers of Fire Anomalies in the Brazilian Amazon: Lessons Learned from the 2019 Fire Crisis. Land, 9(12), 516, doi:https://doi. org/10.3390/land9120516.",https://doi.org/10.3390/land9120516,https://www.mdpi.com/2073-445X/9/12/516,10.3390/land9120516,Publisher link; Couldn't analyze abstract,,,
812,"Simpson, N. P., C. D. Shearing and B. Dupont, 2019a: Climate gating: A case study of emerging responses to Anthropocene Risks. Climate Risk Management, 26, 100196, doi:https://doi.org/10.1016/j.crm.2019.100196.",https://doi.org/10.1016/j.crm.2019.100196,https://linkinghub.elsevier.com/retrieve/pii/S2212096319300786,10.1016/j.crm.2019.100196,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
813,"Simpson, N. P., C. D. Shearing and B. Dupont, 2020a: Gated adaptation during the cape town drought: mentalities, transitions and pathways to partial nodes of water security. Society & Natural Resources, 33(8), 1041-1049, doi:https://doi.org/10.1080/08941920.2020.1712756.",https://doi.org/10.1080/08941920.2020.1712756,https://www.tandfonline.com/doi/full/10.1080/08941920.2020.1712756,10.1080/08941920.2020.1712756,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
814,"Simpson, N. P., C. D. Shearing and B. Dupont, 2020b: 'Partial functional redundancy': An expression of household level resilience in response to climate risk. Climate Risk Management, 28, doi:10.1016/j.crm.2020.100216. Simpson, N. P., C. D. Shearing and B. Dupont, 2020c: When Anthropocene shocks contest conventional mentalities: a case study from Cape Town. Climate and Development, 12(2), 163-169, doi:https://doi.org/10.1080/17565529.2019.",https://doi.org/10.1080/17565529.2019.1609402,https://www.tandfonline.com/doi/full/10.1080/17565529.2019.1609402,10.1080/17565529.2019.1609402,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
815,"Simpson, N. P., K. J. Simpson, C. D. Shearing and L. R. Cirolia, 2019b: Municipal finance and resilience lessons for urban infrastructure management: a case study from the Cape Town drought. International Journal of Urban Sustainable Development, 11(3), 257-276, doi:https://doi.org/10.1080/194",https://doi.org/10.1080/19463138.2019.1642203,https://www.tandfonline.com/doi/full/10.1080/19463138.2019.1642203,10.1080/19463138.2019.1642203,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
816,"Sinclair, F. et al., 2019: The Contribution of Agroecological Approaches to Realizing Climate-Resilient Agriculture., Global Commission on Adaptation, Adaptation, G. C. o., Rotterdam and Washington, DC, 46 pp. Available at: https://www.shareweb.ch/site/Agriculture-and-Food-Security/focusareas/ Documents/cra_keydocs_sinclair_agroecology.pdf.",,,,,,,
817,"Singh, C. et al., 2019a: What shapes vulnerability and risk management in semi-arid India? Moving towards an agenda of sustainable adaptation. Environmental Development, 30, 35-50, doi:https://doi.org/10.1016/j. envdev.2019.04.007.",https://doi.org/10.1016/j.envdev.2019.04.007,https://linkinghub.elsevier.com/retrieve/pii/S2211464518301520,10.1016/j.envdev.2019.04.007,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
818,"Singh, C. et al., 2019b: Exploring methodological approaches to assess climate change vulnerability and adaptation: reflections from using life history approaches. Regional Environmental Change, 19(8), 2667-2682, doi:https:// doi.org/10.1007/s10113-019-01562-z.",https://doi.org/10.1007/s10113-019-01562-z,https://link.springer.com/article/10.1007/s10113-019-01562-z,10.1007/s10113-019-01562-z,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
819,"Singh, C., 2019: Migration as a driver of changing household structures: Implications for local livelihoods and adaptation. Migration and Development, 8(3), 301-319, doi:https://doi.org/10.1080/21632324.2019.",https://doi.org/10.1080/21632324.2019.1589073,https://www.tandfonline.com/doi/full/10.1080/21632324.2019.1589073,10.1080/21632324.2019.1589073,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
820,"Singh, C., G. Jain, V. Sukhwani and R. Shaw, 2021: Losses and damages associated with slow-onset events: urban drought and water insecurity in Asia. Current Opinion in Environmental Sustainability, 50, 72-86, doi:https:// doi.org/10.1016/j.cosust.2021.02.006.",https://doi.org/10.1016/j.cosust.2021.02.006,https://linkinghub.elsevier.com/retrieve/pii/S1877343521000269,10.1016/j.cosust.2021.02.006,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
821,"Singh, D., 2020: Gender relations, urban flooding, and the lived experiences of women in informal urban spaces. Asian Journal of Women's Studies, 26(3), 326-346, doi:10.1080/12259276.2020.1817263.",https://doi.org/10.1080/12259276.2020.1817263,https://www.tandfonline.com/doi/full/10.1080/12259276.2020.1817263,10.1080/12259276.2020.1817263,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
822,"Singh, N. and A. Leua, 2017: Adaptation and climate change: Challenges for doubling the farmers income. Indian Journal of Economics and Development, 13((2a)), 437-442, doi:10.5958/2322-0430.2017.00109.3.",https://doi.org/10.5958/2322-0430.2017.00109.3,https://www.indianjournals.com/ijor.aspx?target=ijor:ijed1&volume=13&issue=2a&article=080,10.5958/2322-0430.2017.00109.3,Publisher link; Couldn't analyze abstract,,,
823,"Singh, R. K. et al., 2020: Perceived Climate Variability and Compounding Stressors: Implications for Risks to Livelihoods of Smallholder Indian Farmers. Environmental Management, 66(5), 826-844, doi:https://doi.org/10.1007/ s00267-020-01345-x.",https://doi.org/10.1007/s00267-020-01345-x,https://link.springer.com/article/10.1007/s00267-020-01345-x,10.1007/s00267-020-01345-x,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
824,"Singleton, B. E., N. Rask, G. L. Magnusdottir andA. Kronsell, 2021: Intersectionality and climate policy-making: The inclusion of social difference by three Swedish government agencies. Environment and Planning C: Politics and Space, In Press, 1-21, doi:https://doi.org/10.1177%2F23996544211005778.",https://doi.org/10.1177/23996544211005778,https://journals.sagepub.com/doi/10.1177/23996544211005778,10.1177/23996544211005778,Publisher link; Couldn't analyze abstract,,,
825,"Siqueira-Gay, J., L. J. Sonter and L. E. Sánchez, 2020: Exploring potential impacts of mining on forest loss and fragmentation within a biodiverse region of Brazil's northeastern Amazon. Resources Policy, 67, 101662, doi:https://doi. org/10.1016/j.resourpol.2020.101662.",https://doi.org/10.1016/j.resourpol.2020.101662,https://linkinghub.elsevier.com/retrieve/pii/S0301420719307470,10.1016/j.resourpol.2020.101662,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
826,"Skutsch, M. and E. Turnhout, 2020: REDD+: If communities are the solution, what is the problem? World Development, 130, 104942, doi:https://doi. org/10.1016/j.worlddev.2020.104942.",https://doi.org/10.1016/j.worlddev.2020.104942,https://linkinghub.elsevier.com/retrieve/pii/S0305750X20300681,10.1016/j.worlddev.2020.104942,Publisher link; Analyzed abstract; Exported the abstract,0,4,0
827,"Smirnov, O. et al., 2016: The relative importance of climate change and population growth for exposure to future extreme droughts. Climatic Change, 138(1-2), 41-53, doi:https://doi.org/10.1007/s10584-016-1716-z.",https://doi.org/10.1007/s10584-016-1716-z,https://link.springer.com/article/10.1007/s10584-016-1716-z,10.1007/s10584-016-1716-z,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
828,"Smith, A. et al., 2017: Measuring sustainable intensification in smallholder agroecosystems: A review. Global Food Security, 12, 127-138, doi:10.1016/j. gfs.2016.11.002.",https://doi.org/10.1016/j.gfs.2016.11.002,https://linkinghub.elsevier.com/retrieve/pii/S2211912416300347,10.1016/j.gfs.2016.11.002,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
829,"Smith, L. T., L. E. O. C. Aragão, C. E. Sabel and T. Nakaya, 2015: Drought impacts on children's respiratory health in the Brazilian Amazon. Scientific Reports, 4(1), 3726-3726, doi:10.1038/srep03726.",https://doi.org/10.1038/srep03726,https://www.nature.com/articles/srep03726,10.1038/srep03726,Publisher link; Couldn't analyze abstract,,,
830,"Smith, P. et al., 2014: Agriculture, Forestry and Other Land Use (AFOLU). In: Climate Change 2014: Mitigation of Climate Change. Contribution of Working Group III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Edenhofer, O., R. Pichs-Madruga, Y. Sokona, E. Farahani, S. Kadner, K. Seyboth, A. Adler, I. Baum, S. Brunner, P. Eickemeier,",,,,,,,
831,"Smith, R. et al., 2019: Ensuring Co-benefits for Biodiversity, Climate Change and Sustainable Development. In: Handbook of Climate Change and Biodiversity [Leal Filho, W., J. Barbir and R. Preziosi (eds.)]. Springer International Publishing, Cham, pp. 151-166. ISBN 978-3-319-98680-7.",,,,,,,
832,"Smucker, T. A. et al., 2015: Differentiated livelihoods, local institutions, and the adaptation imperative: Assessing climate change adaptation policy in Tanzania. Geoforum, 59, 39-50, doi:https://doi.org/10.1016/j. geoforum.2014.11.018.",https://doi.org/10.1016/j.geoforum.2014.11.018,https://linkinghub.elsevier.com/retrieve/pii/S0016718514002528,10.1016/j.geoforum.2014.11.018,Publisher link; Analyzed abstract; Exported the abstract,0,2,0
833,"Soanes, M. et al., 2017: Delivering real change: getting international climate finance to the local level. Working Paper, International Institute for Environment and Development (IIED), London. Available at: https://pubs. iied.org/sites/default/files/pdfs/migrate/10178IIED.pdf.",,,,,,,
834,"Solecki, W. et al., 2018: City transformations in a 1.5°C warmer world. Nature Climate Change, 8(3), 177-181, doi:10.1038/s41558-018-0101-5.",https://doi.org/10.1038/s41558-018-0101-5,https://www.nature.com/articles/s41558-018-0101-5,10.1038/s41558-018-0101-5,Publisher link; Couldn't analyze abstract,,,
835,"Solow, A. R., 2013: A call for peace on climate and conflict. Nature, 497, 179- 180, doi:https://doi.org/10.1038/497179a.",https://doi.org/10.1038/497179a,https://www.nature.com/articles/497179a,10.1038/497179a,Publisher link; Couldn't analyze abstract,,,
836,"Somanathan, E., R. Somanathan, A. Sudarshan and M. Tewari, 2021: The Impact of Temperature on Productivity and Labor Supply: Evidence from Indian Manufacturing. Journal of Political Economy, 129(6), 1797-1827, doi:10.1086/713733.",https://doi.org/10.1086/713733,https://www.journals.uchicago.edu/doi/10.1086/713733,10.1086/713733,Publisher link; Couldn't analyze abstract,,,
837,"Somorin, O. A., 2010: Climate impacts, forest-dependent rural livelihoods and adaptation strategies in Africa: A review. African Journal of Environmental Science andTechnology,4(13), 903-912, doi:http://hdl.handle.net/10625/46178. Somorin, O. A. et al., 2016: Integration through interaction? Synergy between adaptation and mitigation (REDD+) in Cameroon. Environment and",,,,,,,
838,"Sorensen, P., 2017: The chronic water shortage in Cape Town and survival strategies. International Journal of Environmental Studies, 74(4), 515-527, doi:https://doi.org/10.1080/00207233.2017.1335019.",https://doi.org/10.1080/00207233.2017.1335019,https://www.tandfonline.com/doi/full/10.1080/00207233.2017.1335019,10.1080/00207233.2017.1335019,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
839,"Sousa, P. M. et al., 2018: The 'Day Zero'Cape Town drought and the poleward migration of moisture corridors. Environmental Research Letters, 13(12), 124025, doi:https://doi.org/10.1088/1748-9326/aaebc7.",https://doi.org/10.1088/1748-9326/aaebc7,https://hcvalidate.perfdrive.com/?ssa=91a8894e-c268-4206-a364-5489fe00aeff&ssb=82513215621&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1748-9326%2Faaebc7&ssi=6d55726d-8427-4ed7-be02-d7ac6ea9619c&ssk=support@shieldsquare.com&ssm=33131644340849396108257191143938&ssn=b22681b737b789aa02822ab0cac0d4fff8fb7a7617e5-2d66-43e8-b81d7e&sso=a2527370-9cb06f1e3dfe4a778ba9c5c9bc686c9defeea041d870ea69&ssp=97912202201663253244166328482359448&ssq=06874567393511179160673935737276027643869&ssr=MTMxLjEwNC4yMy41MQ==&sst=python-requests/2.26.0&ssv=&ssw=&ssx=W10=,10.1088/1748-9326/aaebc7,Publisher link; Couldn't analyze abstract,,,
840,"Southard, Nicole, 2017: The Socio-Political and Economic Causes of Natural Disasters. CMC Senior Thesis. Claremont McKenna College, 119 pp.",,,,,,,
841,"Souza, G. M. et al., 2017: The role of bioenergy in a climate-changing world. Environmental development, 23, 57-64, doi:https://doi.org/10.1016/j. envdev.2017.02.008.",https://doi.org/10.1016/j.envdev.2017.02.008,https://linkinghub.elsevier.com/retrieve/pii/S2211464516302755,10.1016/j.envdev.2017.02.008,Publisher link; Analyzed abstract; Exported the abstract,0,2,1
842,"Sovacool, B. K. et al., 2021: Dispossessed by decarbonisation: Reducing vulnerability, injustice, and inequality in the lived experience of low-carbon pathways. World Development, 137, 105116, doi:https://doi.org/10.1016/j. worlddev.2020.105116.",https://doi.org/10.1016/j.worlddev.2020.105116,https://linkinghub.elsevier.com/retrieve/pii/S0305750X20302436,10.1016/j.worlddev.2020.105116,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
843,"Sovacool, B. K., B. Linnér and M. E. Goodsite, 2015: The political economy of climate adaptation. Nature Climate Change, 5, 616-618, doi:https://doi. org/10.1038/nclimate2665.",https://doi.org/10.1038/nclimate2665,https://www.nature.com/articles/nclimate2665,10.1038/nclimate2665,Publisher link; Couldn't analyze abstract,,,
