,ref,doi,pub_link,doi_short,meta,indigenous,local,knowledge
290,"Jensen, D. and S. Lonergan (eds.), 2013: Assessing and Restoring Natural Resources in Post-Conflict Peacebuilding. Routledge, Abingdon, UK and New York, NY, USA, 515 pp.",https://doi.org/10.4324/9780203550199,https://www.taylorfrancis.com/books/edit/10.4324/9780203550199/assessing-restoring-natural-resources-post-conflict-peacebuilding-david-jensen-stephen-lonergan,10.4324/9780203550199,Publisher link; Couldn't analyze abstract,,,
291,"Johnson, C.A., 2012: Governing climate displacement: the ethics and politics of human resettlement. Environmental Politics, 21(2), 308-328.",https://doi.org/10.1080/09644016.2012.651905,https://www.tandfonline.com/doi/full/10.1080/09644016.2012.651905,10.1080/09644016.2012.651905,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
292,"Johnstone, S. and J. Mazo, 2011: Global warming and the Arab Spring. Survival,",https://doi.org/10.1080/00396338.2011.571006,https://www.tandfonline.com/doi/full/10.1080/00396338.2011.571006,10.1080/00396338.2011.571006,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
293,"Jones, P.G. and P.K. Thornton 2003: The potential impacts of climate change on maize production in Africa and Latin America in 2055. Global Environmental Change, 13, 51-59.",https://doi.org/10.1016/S0959-3780(02)00090-0,https://linkinghub.elsevier.com/retrieve/pii/S0959378002000900,10.1016/S0959-3780(02)00090-0,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
294,"Jones, P.G. and P.K. Thornton, 2009: Croppers to livestock keepers: livelihood transitions to 2050 in Africa due to climate change. Environmental Science and Policy, 12(4), 427-437.",https://doi.org/10.1016/j.envsci.2008.08.006,https://linkinghub.elsevier.com/retrieve/pii/S1462901108000944,10.1016/j.envsci.2008.08.006,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
295,"Jülich, S., 2011: Drought triggered temporary migration in an East Indian village.",https://doi.org/10.1111/j.1468-2435.2010.00655.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.2010.00655.x,10.1111/j.1468-2435.2010.00655.x,Publisher link; Couldn't analyze abstract,,,
296,"Kabubo-Mariara, J., 2009: Global warming and livestock husbandry in Kenya: impacts and adaptations. Ecological Economics, 68(7), 1915-1924.",https://doi.org/10.1016/j.ecolecon.2009.03.002,https://linkinghub.elsevier.com/retrieve/pii/S0921800909001086,10.1016/j.ecolecon.2009.03.002,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
297,"Kainuma, M., Y. Matsuoka, T. Morita, T. Masui, and K. Takahashi, 2004: Analysis of global warming stabilization scenarios: the Asian-Pacific integrated model. Energy Economics, 26(4), 709-719.",https://doi.org/10.1016/j.eneco.2004.04.028,https://linkinghub.elsevier.com/retrieve/pii/S0140988304000398,10.1016/j.eneco.2004.04.028,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
298,"Kalanda-Joshua, M., C. Ngongondo, L. Chipeta, and F. Mpembeka, 2011: Integrating indigenous knowledge with conventional science: enhancing localised climate and weather forecasts in Nessa, Mulanje, Malawi. Physics and Chemistry of the Earth, Parts A/B/C, 36(14-15), 996-1003.",https://doi.org/10.1016/j.pce.2011.08.001,https://linkinghub.elsevier.com/retrieve/pii/S1474706511001902,10.1016/j.pce.2011.08.001,Publisher link; Analyzed abstract; Couldn't export the abstract,4,1,3
299,"Kaldor, M., 2007: Human Security. Polity Press, Cambridge, UK and Malden, MA, USA, 228 pp.",,,,,,,
300,"Kalikoski, D.C., P. Quevedo Neto, and T. Almudi, 2010: Building adaptive capacity to climate variability: the case of artisanal fisheries in the estuary of the Patos Lagoon, Brazil. Marine Policy, 34(4), 742-751.",https://doi.org/10.1016/j.marpol.2010.02.003,https://linkinghub.elsevier.com/retrieve/pii/S0308597X1000045X,10.1016/j.marpol.2010.02.003,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
301,"Kartiki, K., 2011: Climate change and migration: a case study from rural Bangladesh.",https://doi.org/10.1080/13552074.2011.554017,https://www.tandfonline.com/doi/full/10.1080/13552074.2011.554017,10.1080/13552074.2011.554017,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
302,"Keen, D.J., 2008: Complex Emergencies. Polity Press, Cambridge, UK and Malden, MA, USA, 293 pp.",,,,,,,
303,"Keith, D., 2000: Geoengineering the climate: history and prospect. Annual Review of Energy Environment, 25, 245-284.",https://doi.org/10.1146/annurev.energy.25.1.245,https://www.annualreviews.org/doi/10.1146/annurev.energy.25.1.245,10.1146/annurev.energy.25.1.245,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
304,"Kesavan, P.C. and M.S. Swaminathan, 2006: Managing extreme natural disasters in coastal areas. Philosophical Transactions of the Royal Society of London A, 364(1845), 2191-2216.",https://doi.org/10.1098/rsta.2006.1822,https://royalsocietypublishing.org/doi/10.1098/rsta.2006.1822,10.1098/rsta.2006.1822,Publisher link; Couldn't analyze abstract,,,
305,"Keskitalo, E.C.H., 2009: Governance in vulnerability assessment: the role of globalising decision-making networks in determining local vulnerability and adaptive capacity. Mitigation and Adaptation Strategies for Global Change, 14(2), 185-201.",https://doi.org/10.1007/s11027-008-9159-0,https://link.springer.com/article/10.1007/s11027-008-9159-0,10.1007/s11027-008-9159-0,Publisher link; Analyzed abstract; Couldn't export the abstract,0,2,0
306,"Kevane, M. and L. Gray, 2008: Darfur: rainfall and conflict. Environmental Research Letters, 3(3), 034006, doi:10.1088/1748-9326/3/3/034006.",https://doi.org/10.1088/1748-9326/3/3/034006,https://validate.perfdrive.com/?ssa=f99cb379-fb43-41f5-9b7d-1a1029de3909&ssb=73542291196&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1748-9326%2F3%2F3%2F034006&ssi=f52dcfd7-8427-42d8-b546-604463852423&ssk=support@shieldsquare.com&ssm=06490055601859318101614987206373&ssn=1915c181cadaff3986d464ced16199d0e17a32daf446-6d3e-47cd-aa9de4&sso=46039157-ada19e9668f5f6d4baf60cadfc36ceef53d023dd99225150&ssp=32555367011659167054165917003514041&ssq=82383041966846691647019668301728267698130&ssr=MTMxLjEwNC4yMy45NA==&sst=python-requests/2.26.0&ssv=&ssw=&ssx=W10=,10.1088/1748-9326/3/3/034006,Publisher link; Couldn't analyze abstract,,,
307,"Keywood, M., M. Kanakidou, A. Stohl, F. Dentener, G. Grassi, C.P. Meyer, K. Torseth,",,,,,,,
308,"King, D., 2008: Reducing hazard vulnerability through local government engagement and action. Natural Hazards, 47(3), 497-508.",https://doi.org/10.1007/s11069-008-9235-5,https://link.springer.com/article/10.1007/s11069-008-9235-5,10.1007/s11069-008-9235-5,Publisher link; Analyzed abstract; Couldn't export the abstract,0,4,0
309,"King, D.N.T., J. Goff, and A. Skipper, 2007: Māori environmental knowledge and natural hazards in Aotearoa-New Zealand. Journal of the Royal Society of New Zealand, 37(2), 59-73.",https://doi.org/10.1080/03014220709510536,https://www.tandfonline.com/doi/abs/10.1080/03014220709510536,10.1080/03014220709510536,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,2
310,"King, M.D.B. and J. Gulledge, 2013: Climate change and energy security: an analysis of policy research. Climatic Change, doi:10.1007/s10584-013-0895-0.",https://doi.org/10.1007/s10584-013-0895-0,https://link.springer.com/article/10.1007/s10584-013-0895-0,10.1007/s10584-013-0895-0,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
311,"Kingsbury, D., 2007: Peace processes in Aceh and Sri Lanka: a comparative assessment.",,,,,,,
312,"Klein, R.J., E.L.F. Schipper, and S. Dessai, 2005: Integrating mitigation and adaptation into climate and development policy: three research questions. Environmental Science & Policy, 8(6), 579-588.",https://doi.org/10.1016/j.envsci.2005.06.010,https://linkinghub.elsevier.com/retrieve/pii/S1462901105001073,10.1016/j.envsci.2005.06.010,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
313,"Kniveton, D., C. Smith, and S. Wood, 2011: Agent-based model simulations of future changes in migration flows for Burkina Faso. Global Environmental Change, 21(Suppl. 1), S34-S40.",https://doi.org/10.1016/j.gloenvcha.2011.09.006,https://linkinghub.elsevier.com/retrieve/pii/S0959378011001415,10.1016/j.gloenvcha.2011.09.006,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
314,"Kniveton, D.R., C.D. Smith, and R. Black, 2012: Emerging migration flows in a changing climate in dryland Africa. Nature Climate Change, 2, 444-447.",https://doi.org/10.1038/nclimate1447,https://www.nature.com/articles/nclimate1447,10.1038/nclimate1447,Publisher link; Couldn't analyze abstract,,,
315,"Knox J.H., 2009: Linking human rights and climate change at the United Nations.",,,,,,,
316,"Kofinas, G. and the communities of Aklavik,Arctic Village, Old Crow, and Fort McPherson, 2002: Community contributions to ecological monitoring: knowledge co- production in the U.S.-Canada Arctic borderlands. In: The Earth is Faster Now: Indigenous Observations of Arctic Environmental Change [Krupnik, I. and D. Jolly (eds.)]. Arctic Research Consortium of the USA in cooperation with the Arctic Studies Center, Smithsonian Institution,ARCUS, Fairbanks,Alaska, USA, pp. 54-91.",,,,,,,
317,"Kolmannskog, V., 2010: Climate change, human mobility, and protection: initial evidence from Africa. Refugee Survey Quarterly, 29(3), 103-119.",https://doi.org/10.1093/rsq/hdq033,https://academic.oup.com/rsq/article-lookup/doi/10.1093/rsq/hdq033,10.1093/rsq/hdq033,Publisher link,,,
318,"Koubi, V., T. Bernauer, A. Kalbhenn, and G. Spilker, 2012: Climate variability, economic growth, and civil conflict. Journal of Peace Research, 49(1), 113-127.",https://doi.org/10.1177/0022343311427173,https://journals.sagepub.com/doi/10.1177/0022343311427173,10.1177/0022343311427173,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
319,"Krause, K. and O. Jütersonke, 2005: Peace, security and development in post-conflict environments. Security Dialogue, 36(4), 447-462.",https://doi.org/10.1177/0967010605060449,https://journals.sagepub.com/doi/10.1177/0967010605060449,10.1177/0967010605060449,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
320,"Kuhlicke, C., 2010: The dynamics of vulnerability: some preliminary thoughts about the occurrence of 'radical surprises' and a case study on the 2002 flood (Germany). Natural Hazards, 55(3), 671-688.",https://doi.org/10.1007/s11069-010-9645-z,https://link.springer.com/article/10.1007/s11069-010-9645-z,10.1007/s11069-010-9645-z,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,0
321,"Kuruppu, N. and D. Liverman, 2011: Mental preparation for climate adaptation: the role of cognition and culture in enhancing adaptive capacity of water management in Kiribati. Global Environmental Change, 21(2), 657-669.",https://doi.org/10.1016/j.gloenvcha.2010.12.002,https://linkinghub.elsevier.com/retrieve/pii/S0959378010001159,10.1016/j.gloenvcha.2010.12.002,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
322,"L.W. Horowitz, and J.F. Lamarque, 2013: Co-benefits of mitigating global greenhouse gas emissions for future air quality and human health, Nature Climatic Change, 3, 885-889.",https://doi.org/10.1038/nclimate2009,https://www.nature.com/articles/nclimate2009,10.1038/nclimate2009,Publisher link; Couldn't analyze abstract,,,
323,"Lal, P., 2010: Vulnerability to natural disasters: an economic analysis of the impact of the 2009 floods on the Fijian sugar belt. Pacific Economic Bulletin, 25(2, 2010), 62-77.",,,,,,,
324,"Landry, C.E., O. Bin, P. Hindsley, J.C. Whitehead, and K. Wilson, 2007: Going home: evacuation-migration decisions of Hurricane Katrina survivors. Southern Economic Journal, 74(2), 326-343.",https://doi.org/10.1002/j.2325-8012.2007.tb00841.x,https://onlinelibrary.wiley.com/doi/10.1002/j.2325-8012.2007.tb00841.x,10.1002/j.2325-8012.2007.tb00841.x,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
325,"Larsen, P.H., S. Goldsmith, O. Smith, M.L. Wilson, K. Strzepek, P. Chinowsky, and B. Saylor, 2008: Estimating future costs for Alaska public infrastructure at risk from climate change. Global Environmental Change, 18(3), 442-457.",https://doi.org/10.1016/j.gloenvcha.2008.03.005,https://linkinghub.elsevier.com/retrieve/pii/S0959378008000216,10.1016/j.gloenvcha.2008.03.005,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
326,"Laukkonen, J., P.K. Blanco, J. Lenhart, M. Keiner, B. Cavric, and C. Kinuthia-Njenga, 2009: Combining climate change adaptation and mitigation measures at the local level. Habitat International, 33(3), 287-292.",https://doi.org/10.1016/j.habitatint.2008.10.003,https://linkinghub.elsevier.com/retrieve/pii/S0197397508000623,10.1016/j.habitatint.2008.10.003,Publisher link; Analyzed abstract; Couldn't export the abstract,0,4,0
327,"Le, T.V.H., H.N. Nguyen, E. Wolanski, T.C. Tran, and S. Haruyama, 2007: The combined impact on the flooding in Vietnam's Mekong River delta of local man-made structures, sea level rise, and dams upstream in the river catchment. Estuarine, Coastal and Shelf Science, 71, 110-116.",https://doi.org/10.1016/j.ecss.2006.08.021,https://linkinghub.elsevier.com/retrieve/pii/S0272771406003519,10.1016/j.ecss.2006.08.021,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
328,"Leary, N., C. Conde, J. Kulkarni, A. Nyong, and J. Pulhin (eds.), 2008: Climate Change and Vulnerability. Earthscan, London, UK and Washington, DC, USA, 428 pp.",,,,,,,
329,"Lefale, P., 2010: Ua 'afa le Aso Stormy weather today: traditional ecological knowledge of weather and climate. The Samoa experience. Climatic Change, 100(2), 317-335.",https://doi.org/10.1007/s10584-009-9722-z,https://link.springer.com/article/10.1007/s10584-009-9722-z,10.1007/s10584-009-9722-z,Publisher link; Analyzed abstract; Couldn't export the abstract,0,2,3
330,"Leichenko, R. and K. O'Brien, 2008: Environmental Change and Globalization: Double Exposures. Oxford University Press, New York, NY, USA, 192 pp.",,,,,,,
331,"Lilleør, H.B. and K. Van den Broeck, 2011: Economic drivers of migration and climate change in LDCs. Global Environmental Change: Human and Policy Dimensions, 21(Suppl. 1), S70-S81.",https://doi.org/10.1016/j.gloenvcha.2011.09.002,https://linkinghub.elsevier.com/retrieve/pii/S0959378011001373,10.1016/j.gloenvcha.2011.09.002,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
332,"Lind, J. and S. Eriksen, 2006: The impacts of conflict on household coping strategies: evidence from Turkana and Kitui Districts in Kenya. Die Erde, 137(3), 249-270.",,,,,,,
333,"Lindsell, J.A., E. Klop, and A.M. Siaka, 2011: The impact of civil war on forest wildlife in West Africa: mammals in Gola Forest, Sierra Leone. Oryx, 45(1), 69-77.",https://doi.org/10.1017/S0030605310000347,https://www.cambridge.org/core/journals/oryx/article/impact-of-civil-war-on-forest-wildlife-in-west-africa-mammals-in-gola-forest-sierra-leone/334CED2136626C93B7FC616D8949D1A4,10.1017/S0030605310000347,Publisher link; Couldn't analyze abstract,,,
334,"Lindsey, P.A., S.S. Romanach, C.J. Tambling, K. Chartier, and R. Groom, 2011: Ecological and financial impacts of illegal bushmeat trade in Zimbabwe. Oryx, 45(1), 96-111.",https://doi.org/10.1017/S0030605310000153,https://www.cambridge.org/core/journals/oryx/article/ecological-and-financial-impacts-of-illegal-bushmeat-trade-in-zimbabwe/A601F6F972E8279884CBB36F71A46F40,10.1017/S0030605310000153,Publisher link; Couldn't analyze abstract,,,
335,"Linneroth-Bayer, J. and A. Vári, 2008: Extreme weather and burden sharing in Hungary. In: Fairness in Adaptation to Climate Change [Adger, W.N., J. Paavola,",,,,,,,
336,"Lipset, D., 2011: The tides: masculinity and climate change in coastal Papua New Guinea. Les Marées: Masculinité et Changement Climatique sur les Côtes de Papouasie-Nouvelle-Guinée, 17(1), 20-43.",https://doi.org/10.1111/j.1467-9655.2010.01667.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-9655.2010.01667.x,10.1111/j.1467-9655.2010.01667.x,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,0
337,"López-Carr, D., 2012: Agro-ecological drivers of rural out-migration to the Maya Biosphere Reserve, Guatemala. Environmental Research Letters, 7(4), 045603, doi:10.1088/1748-9326/7/4/045603.",https://doi.org/10.1088/1748-9326/7/4/045603,https://validate.perfdrive.com/?ssa=b09a2121-c707-4827-a0ed-2f497151e78c&ssb=18962251798&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1748-9326%2F7%2F4%2F045603&ssi=3d566835-8427-45b2-bce6-45c7ce4e708c&ssk=support@shieldsquare.com&ssm=24285352874542288108779717749026&ssn=3e031f8136834d332f2bdac92f6d1e14df9cf9165e7a-fecd-4261-bceeda&sso=0bd0ea0f-b95d994df4fe34957799ca7e6f98f427fce5a099b2197e6e&ssp=63299850701659180062165912896946222&ssq=20413201968554487860119685533627555258295&ssr=MTMxLjEwNC4yMy45NA==&sst=python-requests/2.26.0&ssv=&ssw=&ssx=W10=,10.1088/1748-9326/7/4/045603,Publisher link; Couldn't analyze abstract,,,
338,"Lujala, P. and S. Rustad (eds.), 2011: High-Value Natural Resources and Post-Conflict Peacebuilding. Earthscan, Abingdon, UK and New York, NY, USA, 688 pp.",https://doi.org/10.4324/9781849775786,https://www.taylorfrancis.com/books/edit/10.4324/9781849775786/high-value-natural-resources-post-conflict-peacebuilding-p%C3%A4ivi-lujala-siri-aas-rustad,10.4324/9781849775786,Publisher link; Couldn't analyze abstract,,,
339,"Lusthaus, J., 2010: Shifting sands: sea level rise, maritime boundaries, and inter-state conflict. Politics, 30(2), 113-118.",https://doi.org/10.1111/j.1467-9256.2010.01374.x,https://journals.sagepub.com/doi/10.1111/j.1467-9256.2010.01374.x,10.1111/j.1467-9256.2010.01374.x,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
340,"Lynn, K., J. Daigle, J. Hoffman, F. Lake, N. Michelle, D. Ranco, C. Viles, G. Voggesser, and P. Williams, 2013: The impacts of climate change on tribal traditional foods. Climatic Change, 120(3), 545-556, doi:10.1007/s10584-013-0736-1.",https://doi.org/10.1007/s10584-013-0736-1,https://link.springer.com/article/10.1007/s10584-013-0736-1,10.1007/s10584-013-0736-1,Publisher link; Analyzed abstract; Couldn't export the abstract,1,0,0
341,"M. Barrett, and P. Wilkinson, 2009: Public health benefits of strategies to reduce greenhouse-gas emissions: overview and implications for policy makers. Lancet 374(9707), 2104-2114.",https://doi.org/10.1016/S0140-6736(09)61759-1,https://linkinghub.elsevier.com/retrieve/pii/S0140673609617591,10.1016/S0140-6736(09)61759-1,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
342,"M. Whyte, and T. Birch-Thomsen (eds.)]. Nordiska Afrikainstitutet, Stockholm, Sweden, pp. 90-111.",,,,,,,
343,"M.F. Resende, 2010: Climate change and population migration in Brazil's Northeast: scenarios for 2025-2050. Population and Environment, 31(5), 344-",https://doi.org/10.1007/s11111-010-0105-1,https://link.springer.com/article/10.1007/s11111-010-0105-1,10.1007/s11111-010-0105-1,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
344,"M.F.P. Bierkens, A. MacDonald, Y. Fan, R.M. Maxwell, Y. Yechieli, J.J. Gurdak, D.M. Allen, M. Shamsudduha, K. Hiscock, P.J.-F. Yeh, I. Holman, and H. Treidel, 2013: Ground water and climate change. Nature Climate Change 3, 322-329.",https://doi.org/10.1038/nclimate1744,https://www.nature.com/articles/nclimate1744,10.1038/nclimate1744,Publisher link; Couldn't analyze abstract,,,
345,"Maaskant, B., S.N. Jonkman, and L.M. Bouwer, 2009: Future risk of flooding: an analysis of changes in potential loss of life in South Holland (The Netherlands). Environmental Science and Policy, 12(2), 157-169.",https://doi.org/10.1016/j.envsci.2008.11.004,https://linkinghub.elsevier.com/retrieve/pii/S1462901108001287,10.1016/j.envsci.2008.11.004,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
346,"MacNeil, M.A., N.A.J. Graham, J.E. Cinner, N.K. Dulvy, P.A. Loring, S. Jennings, N.V.C. Polunin, A.T. Fisk, and T.R. McClanahan, 2010: Transitional states in marine fisheries: adapting to predicted global change. Philosophical Transactions of the Royal Society B, 365(1558), 3753-3763.",https://doi.org/10.1098/rstb.2010.0289,https://royalsocietypublishing.org/doi/10.1098/rstb.2010.0289,10.1098/rstb.2010.0289,Publisher link; Couldn't analyze abstract,,,
347,"Mahoney, C.O. and T.M. Pinedo, 2007: Human security in communities in Costa Rica and the United States. Journal of Social Issues, 63(2), 353-368.",https://doi.org/10.1111/j.1540-4560.2007.00513.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1540-4560.2007.00513.x,10.1111/j.1540-4560.2007.00513.x,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
348,"Maldonado, J., C. Shearer, R. Bronen, K. Peterson, and H. Lazrus, 2013: The impact of climate change on tribal communities in the US: displacement, relocation, and human rights. Climatic Change, 120(3), 601-614, doi:10.1007/s10584- 013-0746-z.",https://doi.org/10.1007/s10584-013-0746-z,https://link.springer.com/article/10.1007/s10584-013-0746-z,10.1007/s10584-013-0746-z,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
349,"Marfai, M., L. King, J. Sartohadi, S. Sudrajat, S. Budiani, and F. Yulianto, 2008: The impact of tidal flooding on a coastal community in Semarang, Indonesia. The Environmentalist, 28(3), 237-248.",https://doi.org/10.1007/s10669-007-9134-4,https://link.springer.com/article/10.1007/s10669-007-9134-4,10.1007/s10669-007-9134-4,Publisher link; Analyzed abstract; Couldn't export the abstract,0,2,0
350,"Marin, A., 2010: Riders under storms: contributions of nomadic herders' observations to analysing climate change in Mongolia. Global Environmental Change, 20(1), 162-176.",https://doi.org/10.1016/j.gloenvcha.2009.10.004,https://linkinghub.elsevier.com/retrieve/pii/S0959378009000892,10.1016/j.gloenvcha.2009.10.004,Publisher link; Analyzed abstract; Couldn't export the abstract,0,5,1
351,"Marino, E. and J. Ribot, 2012: Adding insult to injury: climate change and the inequities of climate intervention. Global Environmental Change, 22(2), 323- 328.",https://doi.org/10.1016/j.gloenvcha.2012.03.001,https://linkinghub.elsevier.com/retrieve/pii/S0959378012000258,10.1016/j.gloenvcha.2012.03.001,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,1
352,"Marino, E., 2012: The long history of environmental migration: assessing vulnerability construction and obstacles to successful relocation in Shishmaref, Alaska. Global Environmental Change, 22(2), 374-381.",https://doi.org/10.1016/j.gloenvcha.2011.09.016,https://linkinghub.elsevier.com/retrieve/pii/S0959378011001518,10.1016/j.gloenvcha.2011.09.016,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,0
353,"Mark, B., G. Bury, J. McKenzie, A. French, and M. Baraer, 2010: Climate change and tropical Andean glacier recession: evaluating hydrologic changes and livelihood vulnerability in the Cordillera Blanca, Peru. Annals of the Association of American Geographers, 100(4), 794-805.",https://doi.org/10.1080/00045608.2010.497369,https://www.tandfonline.com/doi/full/10.1080/00045608.2010.497369,10.1080/00045608.2010.497369,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
354,"Marshall, N.A., 2011: Assessing resource dependency on the rangelands as a measure of climate sensitivity. Society and Natural Resources, 24(10), 1105-1115.",https://doi.org/10.1080/08941920.2010.509856,https://www.tandfonline.com/doi/full/10.1080/08941920.2010.509856,10.1080/08941920.2010.509856,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,1
355,"Marshall, N.A., S.E. Park, W.N. Adger, K. Brown, and S.M. Howden, 2012: Transformational capacity and the influence of place and identity. Environmental Research Letters, 7(3), 034022, doi:10.1088/1748-9326/7/3/034022.",https://doi.org/10.1088/1748-9326/7/3/034022,https://validate.perfdrive.com/?ssa=4acd517e-434b-4743-903f-b8a631a5ee55&ssb=83512248096&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1748-9326%2F7%2F3%2F034022&ssi=ae9f031c-8427-4610-8e58-ebf003b0ae80&ssk=support@shieldsquare.com&ssm=26629821962306994101636255245356&ssn=9f94ce16f2ec45cc902df5573a7a8d47ea8cb8c22b17-85ee-4e7a-8825ba&sso=a92ea860-d7b0bd0395f78917cffc2d027569e6877f35f56a9d31a021&ssp=68557362761659122093165910981622885&ssq=50052831969814824492119698565932004432059&ssr=MTMxLjEwNC4yMy45NA==&sst=python-requests/2.26.0&ssv=&ssw=&ssx=W10=,10.1088/1748-9326/7/3/034022,Publisher link; Couldn't analyze abstract,,,
356,"Martin, S., 2009: Climate change, migration, and governance. Global Governance,",,,,,,,
357,"Martin, S.F., 2012: Environmental change and migration: legal and political frameworks.",https://doi.org/10.1068/c1242j,https://journals.sagepub.com/doi/10.1068/c1242j,10.1068/c1242j,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
358,"Massey, D.S., W.G. Axinn, and D.J. Ghimire, 2010: Environmental change and out- migration: evidence from Nepal. Population and Environment, 32(2), 109-136. Matthew, R.A., J. Barnett, B. McDonald, and K.L. O'Brien (eds.), 2010: Global Environmental Change and Human Security: Understanding Environmental Threats to Wellbeing and Livelihoods. MIT Press, Cambridge, MA, USA, 327 pp.",https://doi.org/10.1007/s11111-010-0119-8,https://link.springer.com/article/10.1007/s11111-010-0119-8,10.1007/s11111-010-0119-8,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,0
359,"Mazo, J., 2009: Climate change and security. The Adelphi Papers, 49(409), 73-86.",https://doi.org/10.1080/19445571003755538,https://www.tandfonline.com/doi/full/10.1080/19445571003755538,10.1080/19445571003755538,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
360,"McAdam, J., 2011: Refusing refuge in the Pacific: deconstructing climate-induced displacement in international law. In: Migration and Climate Change [Piguet, É., A. Pécoud, and P.d. Guchteneire (eds.)]. United Nations Educational, Scientific and Cultural Organization (UNESCO), Cambridge University Press, Cambridge, UK and New York, NY, USA, pp. 102-137.",,,,,,,
361,"McDonald-Wilmsen, B. and M. Webber, 2010: Dams and displacement: raising the standards and broadening the research agenda. Water Alternatives, 3(2), 142- 161.",,,,,,,
362,"McEvoy, J. and M. Wilder, 2012: Discourse and desalination: potential impacts of proposed climate change adaptation interventions in the Arizona-Sonora border region. Global Environmental Change, 22(2), 353-363.",https://doi.org/10.1016/j.gloenvcha.2011.11.001,https://linkinghub.elsevier.com/retrieve/pii/S0959378011001889,10.1016/j.gloenvcha.2011.11.001,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
363,"McLeman, R. and B. Smit, 2006: Migration as an adaptation to climate change.",https://doi.org/10.1007/s10584-005-9000-7,https://link.springer.com/article/10.1007/s10584-005-9000-7,10.1007/s10584-005-9000-7,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
364,"McLeman, R., 2009: Climate change and adaptive human migration: lessons from rural North America. In: Adapting to Climate Change: Thresholds, Values, Governance [Adger, W.N., I. Lorenzoni, and K. O'Brien (eds.)]. Cambridge University Press, Cambridge, UK and New York, NY, USA, pp. 296-310.",https://doi.org/10.1017/CBO9780511596667.020,https://www.cambridge.org/core/books/abs/adapting-to-climate-change/climate-change-and-adaptive-human-migration-lessons-from-rural-north-america/CF387C8505F2DD8916A9171E6E03846D,10.1017/CBO9780511596667.020,Publisher link; Couldn't analyze abstract,,,
365,"McLeman, R.A. and L.M. Hunter, 2010: Migration in the context of vulnerability and adaptation to climate change: insights from analogues. Wiley Interdisciplinary Reviews: Climate Change, 1(3), 450-461.",https://doi.org/10.1002/wcc.51,https://onlinelibrary.wiley.com/doi/10.1002/wcc.51,10.1002/wcc.51,Publisher link; Couldn't analyze abstract,,,
366,"McLeman, R.A. and S.K. Ploeger, 2012: Soil and its influence on rural drought migration: insights from Depression-era Southwestern Saskatchewan, Canada. Population & Environment, 33(4), 304-332.",https://doi.org/10.1007/s11111-011-0148-y,https://link.springer.com/article/10.1007/s11111-011-0148-y,10.1007/s11111-011-0148-y,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
